Order Date,Region,State,Segment,Category,Sub-Category,Quantity,Sales,Profit,Discount
2024-07-02,East,Virginia,Consumer,Office Supplies,Art,1,41.53,8.2,0.15
2024-07-02,West,Nevada,Consumer,Furniture,Tables,5,896.2,22.97,0.0
2024-07-03,South,Florida,Corporate,Office Supplies,Storage,4,110.17,36.7,0.0
2024-07-03,Central,Illinois,Corporate,Technology,Machines,4,1604.14,-75.09,0.15
2024-07-03,South,Georgia,Home Office,Technology,Machines,3,1679.07,-114.75,0.15
2024-07-03,South,Tennessee,Consumer,Furniture,Bookcases,2,607.01,-35.95,0.2
2024-07-03,Central,Texas,Corporate,Technology,Machines,5,1975.63,35.91,0.15
2024-07-03,East,New York,Corporate,Office Supplies,Labels,4,142.83,29.32,0.2
2024-07-03,West,Washington,Consumer,Office Supplies,Art,6,286.91,74.47,0.1
2024-07-03,Central,Illinois,Home Office,Office Supplies,Envelopes,7,312.64,103.11,0.0
2024-07-04,West,Arizona,Corporate,Technology,Accessories,4,1753.13,377.92,0.0
2024-07-04,South,Georgia,Consumer,Furniture,Bookcases,7,1226.37,-101.97,0.15
2024-07-04,West,Nevada,Corporate,Technology,Accessories,2,716.16,221.13,0.4
2024-07-04,West,Nevada,Consumer,Office Supplies,Art,7,241.64,62.77,0.1
2024-07-04,East,Massachusetts,Home Office,Office Supplies,Supplies,6,251.33,73.78,0.0
2024-07-05,South,Florida,Consumer,Office Supplies,Binders,2,80.04,10.19,0.0
2024-07-05,Central,Texas,Corporate,Furniture,Tables,3,855.68,-121.56,0.0
2024-07-06,East,Massachusetts,Home Office,Furniture,Chairs,4,860.71,88.43,0.0
2024-07-06,West,California,Consumer,Furniture,Tables,4,1126.91,-131.86,0.0
2024-07-06,West,Nevada,Corporate,Office Supplies,Storage,5,189.3,23.36,0.2
2024-07-06,West,Oregon,Home Office,Office Supplies,Paper,2,55.97,6.35,0.1
2024-07-07,West,Oregon,Consumer,Technology,Phones,6,3076.14,763.81,0.0
2024-07-07,East,Pennsylvania,Corporate,Office Supplies,Binders,1,32.77,10.48,0.1
2024-07-07,West,Oregon,Corporate,Office Supplies,Storage,4,175.81,41.49,0.0
2024-07-08,East,New Jersey,Corporate,Office Supplies,Storage,4,195.35,49.55,0.0
2024-07-08,East,New York,Home Office,Office Supplies,Binders,4,131.41,19.16,0.0
2024-07-08,East,New York,Corporate,Office Supplies,Paper,2,82.33,24.92,0.0
2024-07-08,Central,Michigan,Consumer,Office Supplies,Art,5,201.69,69.03,0.2
2024-07-09,West,California,Consumer,Office Supplies,Paper,4,105.91,26.66,0.1
2024-07-10,West,Washington,Corporate,Office Supplies,Storage,4,107.73,12.14,0.3
2024-07-10,West,California,Home Office,Office Supplies,Supplies,6,179.72,11.15,0.1
2024-07-10,Central,Wisconsin,Corporate,Technology,Phones,2,784.37,271.28,0.2
2024-07-10,South,Florida,Consumer,Technology,Machines,7,3169.86,295.28,0.15
2024-07-11,Central,Wisconsin,Consumer,Technology,Copiers,2,720.97,106.97,0.0
2024-07-11,West,Washington,Home Office,Office Supplies,Envelopes,5,168.94,25.54,0.0
2024-07-11,West,Oregon,Home Office,Technology,Accessories,2,769.03,243.49,0.0
2024-07-11,South,Alabama,Consumer,Office Supplies,Envelopes,6,241.47,73.64,0.0
2024-07-11,East,New York,Home Office,Furniture,Tables,2,507.9,-17.47,0.1
2024-07-12,East,Pennsylvania,Consumer,Office Supplies,Labels,4,156.49,35.59,0.1
2024-07-12,South,Alabama,Consumer,Furniture,Chairs,6,1286.46,223.86,0.2
2024-07-12,Central,Michigan,Consumer,Office Supplies,Envelopes,5,159.04,44.95,0.0
2024-07-13,South,Florida,Consumer,Furniture,Chairs,1,189.66,46.07,0.15
2024-07-13,East,New Jersey,Consumer,Office Supplies,Envelopes,7,191.65,24.07,0.3
2024-07-13,Central,Wisconsin,Consumer,Technology,Copiers,7,2382.32,262.31,0.4
2024-07-13,South,Florida,Corporate,Technology,Machines,1,528.1,17.04,0.3
2024-07-13,West,Nevada,Corporate,Technology,Copiers,5,2439.81,741.63,0.0
2024-07-14,West,Arizona,Consumer,Furniture,Chairs,2,456.86,145.73,0.1
2024-07-14,West,Oregon,Consumer,Office Supplies,Art,1,36.02,11.24,0.15
2024-07-14,East,Massachusetts,Consumer,Office Supplies,Binders,5,144.97,7.55,0.0
2024-07-14,East,Massachusetts,Consumer,Office Supplies,Labels,1,47.28,10.1,0.1
2024-07-14,Central,Michigan,Corporate,Office Supplies,Art,6,289.33,26.98,0.2
2024-07-14,East,New York,Consumer,Technology,Machines,4,1808.81,78.97,0.1
2024-07-14,East,New York,Home Office,Office Supplies,Binders,4,151.54,39.52,0.4
2024-07-14,East,Massachusetts,Corporate,Technology,Accessories,2,862.25,205.55,0.1
2024-07-14,Central,Wisconsin,Consumer,Office Supplies,Labels,2,79.51,4.83,0.0
2024-07-15,West,Nevada,Corporate,Office Supplies,Supplies,4,164.98,41.2,0.0
2024-07-15,West,Nevada,Consumer,Office Supplies,Supplies,7,204.05,62.28,0.15
2024-07-15,East,Massachusetts,Home Office,Furniture,Furnishings,6,1983.53,366.56,0.2
2024-07-15,West,Oregon,Corporate,Technology,Copiers,1,558.96,87.58,0.0
2024-07-16,Central,Ohio,Consumer,Office Supplies,Labels,1,25.03,4.13,0.0
2024-07-17,South,Georgia,Consumer,Technology,Machines,2,908.71,-83.87,0.3
2024-07-17,South,Alabama,Consumer,Office Supplies,Paper,6,237.96,76.11,0.0
2024-07-17,South,Alabama,Consumer,Office Supplies,Paper,1,41.45,7.77,0.0
2024-07-17,South,North Carolina,Consumer,Technology,Accessories,4,1379.47,459.11,0.1
2024-07-18,South,Tennessee,Consumer,Office Supplies,Paper,2,82.53,15.02,0.0
2024-07-18,East,New Jersey,Home Office,Office Supplies,Supplies,6,195.47,44.52,0.0
2024-07-19,Central,Michigan,Corporate,Office Supplies,Supplies,2,75.77,9.19,0.1
2024-07-19,South,North Carolina,Consumer,Furniture,Tables,2,507.51,-76.22,0.0
2024-07-19,West,Oregon,Corporate,Office Supplies,Supplies,6,292.1,63.78,0.1
2024-07-19,Central,Illinois,Consumer,Office Supplies,Supplies,2,55.59,7.77,0.0
2024-07-19,West,Washington,Consumer,Office Supplies,Binders,2,76.51,8.09,0.0
2024-07-19,West,Washington,Consumer,Office Supplies,Paper,7,286.3,32.88,0.1
2024-07-19,West,California,Corporate,Office Supplies,Paper,2,94.57,6.73,0.0
2024-07-19,West,California,Consumer,Office Supplies,Envelopes,3,112.59,35.14,0.4
2024-07-20,West,Nevada,Consumer,Office Supplies,Supplies,7,227.94,39.23,0.3
2024-07-20,South,Tennessee,Consumer,Furniture,Chairs,3,835.42,141.77,0.0
2024-07-20,East,Virginia,Home Office,Furniture,Bookcases,3,842.27,-157.67,0.15
2024-07-20,West,Washington,Home Office,Office Supplies,Envelopes,3,75.12,16.9,0.2
2024-07-20,West,Oregon,Consumer,Office Supplies,Supplies,3,112.44,14.84,0.15
2024-07-20,East,New Jersey,Consumer,Furniture,Tables,1,226.73,-8.7,0.0
2024-07-20,South,Alabama,Corporate,Office Supplies,Storage,4,122.5,25.79,0.1
2024-07-20,West,California,Consumer,Office Supplies,Storage,4,174.03,13.09,0.2
2024-07-21,West,Washington,Home Office,Office Supplies,Paper,1,37.8,2.9,0.0
2024-07-21,Central,Illinois,Consumer,Office Supplies,Art,6,239.03,23.34,0.0
2024-07-22,East,Pennsylvania,Home Office,Furniture,Bookcases,2,560.52,-9.75,0.0
2024-07-22,West,Nevada,Consumer,Technology,Copiers,6,2739.28,613.45,0.0
2024-07-22,West,Nevada,Consumer,Office Supplies,Envelopes,2,71.06,24.38,0.0
2024-07-23,Central,Texas,Consumer,Technology,Machines,6,2464.98,-252.06,0.0
2024-07-23,South,North Carolina,Consumer,Technology,Copiers,7,2405.51,303.74,0.0
2024-07-23,Central,Michigan,Home Office,Office Supplies,Art,3,97.71,17.69,0.4
2024-07-23,South,North Carolina,Consumer,Technology,Phones,3,1368.54,476.79,0.4
2024-07-23,East,New Jersey,Consumer,Technology,Phones,3,1341.42,131.23,0.1
2024-07-23,East,Virginia,Consumer,Furniture,Tables,2,517.34,-60.19,0.0
2024-07-24,East,New Jersey,Consumer,Technology,Phones,2,973.77,58.17,0.1
2024-07-24,Central,Michigan,Consumer,Furniture,Furnishings,2,692.32,199.52,0.0
2024-07-24,Central,Michigan,Corporate,Technology,Accessories,1,521.09,59.77,0.0
2024-07-25,Central,Ohio,Consumer,Office Supplies,Supplies,6,289.33,94.58,0.2
2024-07-25,Central,Michigan,Consumer,Office Supplies,Labels,6,272.46,46.17,0.0
2024-07-25,Central,Illinois,Consumer,Furniture,Chairs,2,638.57,59.98,0.2
2024-07-25,Central,Ohio,Consumer,Office Supplies,Envelopes,4,121.22,33.11,0.0
2024-07-26,South,Tennessee,Consumer,Office Supplies,Envelopes,3,108.5,35.39,0.0
2024-07-26,West,California,Home Office,Office Supplies,Art,3,102.62,28.47,0.1
2024-07-26,South,Tennessee,Consumer,Office Supplies,Binders,3,97.67,28.89,0.0
2024-07-26,West,Nevada,Home Office,Technology,Phones,2,602.23,75.34,0.1
2024-07-26,West,Washington,Consumer,Office Supplies,Labels,7,325.78,88.79,0.4
2024-07-26,Central,Texas,Consumer,Office Supplies,Art,1,35.98,11.93,0.0
2024-07-26,East,Pennsylvania,Corporate,Office Supplies,Labels,2,63.69,7.27,0.0
2024-07-26,West,Oregon,Consumer,Furniture,Tables,5,1338.08,-51.49,0.2
2024-07-27,East,Pennsylvania,Corporate,Office Supplies,Supplies,6,258.85,55.41,0.0
2024-07-28,Central,Texas,Consumer,Office Supplies,Binders,6,247.55,83.92,0.0
2024-07-28,West,Oregon,Consumer,Office Supplies,Envelopes,4,139.76,41.89,0.2
2024-07-28,Central,Texas,Consumer,Office Supplies,Envelopes,5,140.71,8.81,0.0
2024-07-28,South,North Carolina,Consumer,Office Supplies,Envelopes,4,107.07,28.24,0.0
2024-07-28,East,Massachusetts,Consumer,Technology,Accessories,4,1721.88,561.26,0.0
2024-07-28,Central,Michigan,Home Office,Office Supplies,Labels,7,197.9,28.64,0.2
2024-07-29,Central,Wisconsin,Consumer,Technology,Machines,6,3332.06,-478.57,0.1
2024-07-29,West,Oregon,Consumer,Office Supplies,Binders,7,263.03,39.86,0.1
2024-07-29,West,Arizona,Consumer,Technology,Machines,1,402.37,-20.83,0.0
2024-07-29,West,Washington,Home Office,Office Supplies,Envelopes,6,193.01,38.92,0.1
2024-07-29,South,Florida,Consumer,Technology,Phones,4,2121.01,269.03,0.0
2024-07-31,East,Massachusetts,Corporate,Office Supplies,Art,5,132.23,24.27,0.15
2024-07-31,South,Alabama,Home Office,Office Supplies,Paper,1,31.72,7.05,0.0
2024-07-31,West,Washington,Consumer,Office Supplies,Supplies,2,96.89,11.89,0.1
2024-08-01,West,Oregon,Corporate,Office Supplies,Labels,7,272.59,52.16,0.1
2024-08-01,West,Arizona,Corporate,Furniture,Tables,6,1325.81,-223.44,0.0
2024-08-01,Central,Wisconsin,Corporate,Technology,Machines,6,1915.74,-109.58,0.15
2024-08-02,West,Nevada,Corporate,Office Supplies,Labels,1,31.22,2.62,0.0
2024-08-02,Central,Texas,Consumer,Technology,Accessories,1,384.43,101.57,0.1
2024-08-02,Central,Ohio,Home Office,Technology,Copiers,2,748.85,240.87,0.15
2024-08-02,West,Arizona,Corporate,Office Supplies,Supplies,2,87.67,17.49,0.0
2024-08-03,East,Pennsylvania,Corporate,Furniture,Tables,7,1598.95,-305.74,0.3
2024-08-03,East,Virginia,Consumer,Technology,Accessories,4,1969.98,255.58,0.0
2024-08-03,West,Oregon,Corporate,Furniture,Tables,1,249.71,-27.29,0.3
2024-08-03,South,Alabama,Home Office,Furniture,Furnishings,6,1336.74,188.2,0.1
2024-08-04,South,Georgia,Consumer,Office Supplies,Paper,3,144.97,17.38,0.2
2024-08-04,East,New York,Corporate,Technology,Copiers,1,405.65,35.04,0.1
2024-08-04,South,Tennessee,Consumer,Furniture,Bookcases,4,1170.67,-2.55,0.1
2024-08-04,South,Georgia,Consumer,Office Supplies,Supplies,5,217.18,25.13,0.0
2024-08-04,West,Arizona,Home Office,Office Supplies,Binders,2,68.14,5.65,0.2
2024-08-05,West,California,Home Office,Office Supplies,Art,1,48.29,9.8,0.1
2024-08-05,East,Massachusetts,Home Office,Technology,Machines,4,1965.16,-17.98,0.15
2024-08-05,Central,Texas,Consumer,Office Supplies,Envelopes,5,188.02,48.02,0.0
2024-08-05,Central,Wisconsin,Corporate,Furniture,Bookcases,2,535.16,-72.44,0.0
2024-08-05,Central,Texas,Consumer,Office Supplies,Art,7,326.77,60.64,0.0
2024-08-06,Central,Texas,Consumer,Office Supplies,Art,3,121.1,22.47,0.4
2024-08-06,East,Virginia,Corporate,Office Supplies,Supplies,4,103.02,28.19,0.0
2024-08-06,East,Pennsylvania,Home Office,Technology,Machines,6,2565.61,105.17,0.0
2024-08-06,East,Virginia,Corporate,Office Supplies,Art,5,209.97,48.79,0.0
2024-08-06,West,Oregon,Home Office,Office Supplies,Supplies,3,120.88,32.46,0.0
2024-08-06,Central,Michigan,Consumer,Office Supplies,Labels,2,62.92,16.98,0.0
2024-08-06,Central,Ohio,Corporate,Technology,Phones,1,382.31,81.37,0.3
2024-08-06,West,Arizona,Consumer,Furniture,Furnishings,1,332.56,55.39,0.1
2024-08-07,West,Washington,Corporate,Furniture,Bookcases,3,1013.55,-123.14,0.0
2024-08-07,South,Tennessee,Corporate,Office Supplies,Supplies,7,195.97,18.03,0.15
2024-08-07,West,Washington,Home Office,Office Supplies,Paper,5,236.61,43.83,0.1
2024-08-07,South,North Carolina,Corporate,Office Supplies,Envelopes,5,212.79,15.11,0.2
2024-08-07,West,California,Home Office,Technology,Phones,5,2193.82,595.7,0.2
2024-08-08,Central,Illinois,Consumer,Office Supplies,Paper,6,289.37,66.87,0.0
2024-08-08,West,Washington,Consumer,Office Supplies,Supplies,4,135.81,46.8,0.0
2024-08-08,East,Massachusetts,Consumer,Technology,Phones,3,923.8,261.48,0.0
2024-08-08,East,New Jersey,Consumer,Technology,Accessories,4,1879.76,255.38,0.0
2024-08-08,South,Alabama,Corporate,Office Supplies,Supplies,7,304.72,90.35,0.0
2024-08-10,West,Washington,Consumer,Office Supplies,Binders,7,332.35,69.39,0.0
2024-08-10,East,Massachusetts,Corporate,Office Supplies,Envelopes,2,56.63,5.62,0.0
2024-08-10,East,Pennsylvania,Consumer,Office Supplies,Art,2,49.67,3.7,0.0
2024-08-10,East,Pennsylvania,Consumer,Office Supplies,Binders,7,189.78,17.46,0.0
2024-08-10,East,Massachusetts,Home Office,Technology,Accessories,7,2302.69,691.56,0.0
2024-08-10,West,Nevada,Consumer,Furniture,Tables,2,586.48,24.29,0.0
2024-08-11,South,Florida,Consumer,Office Supplies,Binders,4,181.5,58.8,0.2
2024-08-11,East,Massachusetts,Consumer,Office Supplies,Labels,7,216.16,24.63,0.2
2024-08-11,Central,Texas,Corporate,Technology,Accessories,3,848.14,202.94,0.0
2024-08-11,South,Tennessee,Consumer,Office Supplies,Envelopes,3,86.39,17.62,0.0
2024-08-11,West,California,Home Office,Furniture,Chairs,4,858.09,88.22,0.2
2024-08-11,Central,Michigan,Corporate,Office Supplies,Supplies,3,117.85,7.0,0.0
2024-08-11,East,Massachusetts,Consumer,Office Supplies,Supplies,3,112.8,19.94,0.0
2024-08-12,Central,Wisconsin,Corporate,Technology,Machines,7,2096.51,-90.7,0.0
2024-08-12,Central,Illinois,Corporate,Office Supplies,Art,3,142.78,42.18,0.1
2024-08-12,West,Washington,Corporate,Technology,Copiers,5,2334.54,571.78,0.3
2024-08-12,Central,Michigan,Consumer,Office Supplies,Binders,5,212.55,29.15,0.0
2024-08-12,Central,Illinois,Consumer,Office Supplies,Supplies,4,109.33,33.1,0.4
2024-08-12,West,Nevada,Home Office,Technology,Phones,6,2369.67,734.22,0.15
2024-08-12,West,Arizona,Corporate,Office Supplies,Envelopes,5,157.29,13.72,0.3
2024-08-13,East,Pennsylvania,Consumer,Furniture,Chairs,1,256.68,20.56,0.0
2024-08-13,West,California,Corporate,Office Supplies,Binders,2,94.17,5.07,0.0
2024-08-13,Central,Wisconsin,Home Office,Furniture,Bookcases,2,381.87,-28.69,0.1
2024-08-13,East,Massachusetts,Corporate,Technology,Copiers,7,2350.02,412.43,0.15
2024-08-13,South,Florida,Consumer,Office Supplies,Labels,5,145.6,37.46,0.0
2024-08-13,West,Washington,Consumer,Technology,Copiers,4,1444.0,440.28,0.0
2024-08-13,South,Alabama,Consumer,Furniture,Furnishings,7,1823.89,180.88,0.1
2024-08-13,West,Arizona,Consumer,Office Supplies,Supplies,2,70.03,24.41,0.0
2024-08-13,Central,Texas,Consumer,Office Supplies,Supplies,7,263.54,62.89,0.2
2024-08-13,East,New Jersey,Consumer,Technology,Machines,1,406.66,25.5,0.15
2024-08-14,East,New York,Consumer,Technology,Phones,6,2731.97,713.52,0.1
2024-08-14,South,Tennessee,Consumer,Office Supplies,Paper,6,266.21,39.74,0.0
2024-08-14,East,New York,Corporate,Furniture,Tables,4,1367.49,4.71,0.0
2024-08-14,West,Washington,Consumer,Technology,Machines,6,2356.6,-47.36,0.4
2024-08-15,East,New Jersey,Corporate,Furniture,Bookcases,7,1336.78,-326.37,0.2
2024-08-15,West,Arizona,Corporate,Office Supplies,Paper,7,316.53,40.48,0.0
2024-08-16,Central,Illinois,Consumer,Furniture,Tables,6,1634.69,46.93,0.0
2024-08-16,South,Tennessee,Home Office,Technology,Phones,3,1576.18,137.85,0.0
2024-08-16,Central,Texas,Consumer,Technology,Machines,6,2323.46,-182.38,0.0
2024-08-17,South,North Carolina,Consumer,Office Supplies,Envelopes,4,161.77,50.16,0.2
2024-08-17,South,Georgia,Home Office,Technology,Phones,3,1516.91,79.47,0.3
2024-08-17,Central,Wisconsin,Home Office,Technology,Machines,6,2701.96,-142.94,0.0
2024-08-17,West,Oregon,Home Office,Office Supplies,Envelopes,6,281.58,24.69,0.0
2024-08-17,East,New Jersey,Home Office,Office Supplies,Art,6,246.02,33.83,0.0
2024-08-18,South,North Carolina,Consumer,Office Supplies,Envelopes,1,25.53,6.94,0.3
2024-08-18,East,Pennsylvania,Consumer,Office Supplies,Labels,2,61.61,12.48,0.1
2024-08-18,East,Massachusetts,Consumer,Technology,Accessories,5,2660.88,388.69,0.0
2024-08-18,West,Nevada,Corporate,Furniture,Chairs,4,1377.05,74.84,0.15
2024-08-18,South,Tennessee,Corporate,Office Supplies,Labels,5,178.55,27.18,0.0
2024-08-19,Central,Ohio,Consumer,Office Supplies,Storage,6,254.55,48.64,0.15
2024-08-19,East,Pennsylvania,Consumer,Office Supplies,Supplies,1,33.09,2.56,0.0
2024-08-19,East,New York,Home Office,Office Supplies,Supplies,3,75.98,15.56,0.1
2024-08-20,East,Massachusetts,Corporate,Office Supplies,Envelopes,5,123.85,21.65,0.0
2024-08-20,Central,Ohio,Consumer,Office Supplies,Art,4,165.27,45.05,0.15
2024-08-20,South,North Carolina,Corporate,Furniture,Furnishings,6,1068.01,347.08,0.15
2024-08-20,West,California,Home Office,Office Supplies,Art,7,202.96,51.17,0.3
2024-08-20,West,Nevada,Corporate,Office Supplies,Supplies,7,209.37,55.43,0.0
2024-08-20,West,Washington,Consumer,Technology,Phones,2,603.5,198.55,0.15
2024-08-20,East,Pennsylvania,Home Office,Technology,Phones,1,541.85,182.32,0.3
2024-08-20,West,Arizona,Consumer,Office Supplies,Binders,1,36.38,5.46,0.15
2024-08-21,Central,Ohio,Consumer,Office Supplies,Supplies,2,58.69,12.48,0.1
2024-08-21,South,Georgia,Home Office,Furniture,Chairs,1,209.34,44.89,0.0
2024-08-23,East,Virginia,Consumer,Office Supplies,Labels,4,135.4,40.25,0.0
2024-08-23,East,Pennsylvania,Home Office,Office Supplies,Supplies,1,47.23,3.7,0.0
2024-08-23,East,Pennsylvania,Home Office,Technology,Phones,4,2077.4,455.31,0.15
2024-08-23,South,Tennessee,Home Office,Office Supplies,Labels,3,133.63,43.28,0.0
2024-08-23,Central,Ohio,Consumer,Furniture,Bookcases,5,1276.37,-249.54,0.0
2024-08-23,West,Arizona,Consumer,Furniture,Tables,2,546.74,-135.72,0.0
2024-08-23,East,New Jersey,Home Office,Office Supplies,Storage,3,102.4,30.51,0.0
2024-08-23,East,Pennsylvania,Consumer,Office Supplies,Envelopes,4,142.48,44.99,0.0
2024-08-24,West,Oregon,Consumer,Furniture,Tables,1,307.89,-25.91,0.0
2024-08-24,South,Tennessee,Consumer,Office Supplies,Labels,7,331.25,106.84,0.15
2024-08-24,West,Arizona,Corporate,Office Supplies,Storage,2,52.97,6.15,0.1
2024-08-24,West,California,Corporate,Office Supplies,Supplies,4,102.88,33.04,0.3
2024-08-25,Central,Wisconsin,Consumer,Office Supplies,Supplies,2,81.02,16.04,0.15
2024-08-26,East,Pennsylvania,Consumer,Office Supplies,Art,6,215.45,75.39,0.0
2024-08-26,West,Nevada,Home Office,Furniture,Chairs,7,2211.95,554.66,0.15
2024-08-26,South,Georgia,Consumer,Office Supplies,Binders,2,52.84,3.04,0.4
2024-08-26,Central,Ohio,Consumer,Technology,Accessories,5,2721.06,478.68,0.1
2024-08-27,South,North Carolina,Consumer,Technology,Accessories,2,934.86,87.62,0.0
2024-08-27,West,Washington,Corporate,Office Supplies,Binders,2,82.4,12.54,0.0
2024-08-28,East,New Jersey,Consumer,Office Supplies,Binders,2,76.76,24.61,0.3
2024-08-28,South,Alabama,Corporate,Office Supplies,Binders,2,96.5,8.45,0.0
2024-08-28,South,Alabama,Consumer,Furniture,Tables,7,2119.94,-132.92,0.0
2024-08-28,East,Pennsylvania,Corporate,Technology,Phones,7,3537.73,232.49,0.0
2024-08-28,West,Arizona,Consumer,Furniture,Tables,5,1460.01,-194.93,0.0
2024-08-28,East,Virginia,Consumer,Furniture,Chairs,1,210.83,66.15,0.0
2024-08-28,South,Georgia,Consumer,Office Supplies,Envelopes,7,252.26,82.07,0.0
2024-08-29,West,California,Consumer,Office Supplies,Binders,4,140.31,39.06,0.2
2024-08-29,South,North Carolina,Consumer,Furniture,Furnishings,1,191.98,34.52,0.0
2024-08-29,Central,Wisconsin,Corporate,Technology,Phones,3,1663.48,120.78,0.0
2024-08-29,East,New Jersey,Corporate,Office Supplies,Supplies,5,181.86,21.35,0.0
2024-08-29,West,California,Consumer,Technology,Phones,3,1348.93,222.48,0.0
2024-08-30,East,Virginia,Consumer,Technology,Phones,3,1149.93,397.53,0.0
2024-08-30,South,Florida,Corporate,Office Supplies,Art,6,293.04,54.71,0.15
2024-08-30,East,Massachusetts,Home Office,Office Supplies,Paper,1,35.25,9.43,0.0
2024-08-30,East,New York,Consumer,Furniture,Chairs,2,354.03,31.54,0.0
2024-08-30,South,North Carolina,Consumer,Technology,Phones,3,898.82,47.5,0.0
2024-08-30,West,Arizona,Home Office,Furniture,Furnishings,4,918.27,185.35,0.0
2024-08-30,East,Massachusetts,Home Office,Furniture,Chairs,1,334.17,38.49,0.2
2024-08-31,South,Tennessee,Consumer,Office Supplies,Art,3,130.95,36.36,0.0
2024-08-31,Central,Texas,Corporate,Office Supplies,Storage,6,227.39,79.39,0.1
2024-08-31,Central,Ohio,Corporate,Office Supplies,Art,4,139.95,44.36,0.0
2024-08-31,Central,Illinois,Consumer,Office Supplies,Storage,6,292.19,57.35,0.0
2024-08-31,West,Oregon,Corporate,Technology,Phones,7,3175.67,613.93,0.0
2024-09-01,West,Arizona,Home Office,Technology,Accessories,5,1544.81,263.56,0.15
2024-09-01,East,Massachusetts,Home Office,Office Supplies,Supplies,3,73.59,20.58,0.15
2024-09-01,Central,Michigan,Home Office,Technology,Machines,7,2165.61,147.32,0.0
2024-09-01,West,Arizona,Corporate,Furniture,Chairs,4,1322.74,260.55,0.0
2024-09-01,West,Nevada,Home Office,Furniture,Furnishings,1,199.99,33.36,0.3
2024-09-02,West,California,Consumer,Technology,Phones,7,1984.78,228.59,0.0
2024-09-02,Central,Illinois,Home Office,Office Supplies,Binders,6,289.66,65.16,0.0
2024-09-02,South,Georgia,Home Office,Office Supplies,Labels,2,91.77,19.04,0.0
2024-09-03,East,Pennsylvania,Corporate,Technology,Machines,1,535.09,-9.56,0.2
2024-09-03,West,Nevada,Corporate,Office Supplies,Binders,1,32.33,7.36,0.0
2024-09-03,East,Virginia,Consumer,Office Supplies,Storage,3,119.16,15.98,0.15
2024-09-04,West,Washington,Corporate,Office Supplies,Supplies,2,93.07,19.15,0.0
2024-09-04,South,Alabama,Consumer,Office Supplies,Art,1,43.13,9.86,0.0
2024-09-04,West,California,Consumer,Office Supplies,Envelopes,4,178.4,25.68,0.15
2024-09-04,East,Virginia,Home Office,Office Supplies,Labels,7,293.82,81.75,0.1
2024-09-04,East,Massachusetts,Consumer,Technology,Machines,6,3160.99,-53.03,0.15
2024-09-04,South,Alabama,Consumer,Technology,Machines,5,1945.37,-43.14,0.3
2024-09-04,East,New York,Corporate,Furniture,Chairs,7,1598.76,361.31,0.3
2024-09-04,West,Arizona,Corporate,Technology,Copiers,3,1268.59,261.65,0.1
2024-09-05,Central,Wisconsin,Consumer,Furniture,Bookcases,6,1282.12,-86.33,0.2
2024-09-05,West,California,Home Office,Office Supplies,Paper,3,132.46,44.25,0.0
2024-09-05,South,Georgia,Consumer,Office Supplies,Supplies,1,28.62,5.08,0.0
2024-09-05,South,Florida,Home Office,Office Supplies,Envelopes,2,59.88,12.04,0.2
2024-09-05,West,Oregon,Consumer,Office Supplies,Paper,6,163.45,33.5,0.15
2024-09-05,Central,Illinois,Consumer,Office Supplies,Paper,3,138.93,44.05,0.0
2024-09-05,West,Nevada,Consumer,Furniture,Bookcases,2,414.85,-36.35,0.1
2024-09-05,West,California,Corporate,Furniture,Tables,7,2046.56,91.3,0.0
2024-09-06,East,Virginia,Corporate,Furniture,Furnishings,2,404.6,27.28,0.2
2024-09-06,Central,Illinois,Consumer,Technology,Copiers,1,476.71,134.53,0.0
2024-09-06,East,New Jersey,Consumer,Furniture,Tables,2,520.84,-3.17,0.0
2024-09-06,Central,Wisconsin,Home Office,Office Supplies,Storage,1,44.28,7.31,0.0
2024-09-07,East,New York,Consumer,Furniture,Tables,4,1017.89,11.47,0.0
2024-09-07,West,Arizona,Consumer,Office Supplies,Storage,7,294.55,56.74,0.2
2024-09-08,South,Georgia,Consumer,Furniture,Tables,2,433.78,-54.05,0.0
2024-09-08,South,Tennessee,Consumer,Technology,Accessories,3,881.35,105.17,0.2
2024-09-08,East,Massachusetts,Corporate,Office Supplies,Labels,2,86.97,13.15,0.1
2024-09-08,West,Arizona,Consumer,Office Supplies,Art,2,61.71,14.86,0.0
2024-09-08,East,Pennsylvania,Consumer,Office Supplies,Storage,5,173.88,59.05,0.1
2024-09-08,West,California,Home Office,Furniture,Bookcases,2,545.25,-43.77,0.0
2024-09-09,South,North Carolina,Corporate,Furniture,Furnishings,4,908.64,160.61,0.0
2024-09-10,East,New York,Consumer,Office Supplies,Envelopes,1,37.41,2.51,0.0
2024-09-11,East,Virginia,Consumer,Office Supplies,Art,7,299.92,44.99,0.15
2024-09-11,South,Tennessee,Home Office,Office Supplies,Envelopes,3,81.73,10.7,0.0
2024-09-11,South,Georgia,Corporate,Office Supplies,Art,5,219.42,47.82,0.0
2024-09-12,East,New York,Consumer,Furniture,Bookcases,3,669.15,-85.6,0.4
2024-09-12,West,Oregon,Corporate,Furniture,Furnishings,5,993.44,92.26,0.15
2024-09-12,West,Arizona,Consumer,Office Supplies,Binders,7,218.52,48.8,0.0
2024-09-13,West,California,Consumer,Office Supplies,Labels,6,238.07,45.01,0.0
2024-09-13,Central,Wisconsin,Corporate,Office Supplies,Paper,5,240.86,71.37,0.0
